Comment;Column2;Column3
mau coment takut ditangkep hahhaha nyimak aja deh tetap semangat buat rakyat kecil apalagi yg sudah di phk;0;netral
terlalu bnyk prankk ;0;netral
joko n mimil tanggung jawab kalo nambah banyak korban pantek biasa ntr larinya masalah bersama masyarakat yang nanggung lo pade ngilang beeeuh ;0;netral
seng kuat urip seng lemah yo siap ;0;netral
saya rindu touring kapan nih saya bisa bebas touring lagi dah kangen gass pool;0;netral
biar gk terlalu tegang mending intip yuk channel gw khusus sunda;-3,33333E+15;negatif
mengingatkan ku pada sebuah film yang berkisah tentang manusia yang dimana siapa yang kuat akan bertahan dan yang lemah akan modar ;0;netral
terus kapan ya bisa atau boleh bikin hajatan untuk pesta pernikahan atau khitanan ya;0;netral
wah mencoba damai dengan covid beneran nih makin banyak deh korban ;0;netral
intinya patuhi sgala peraturan yg ada dlm pandemi jgn bandel warga ya biar bs normal lg gk enk kan kalo lama di rmh gk ada hasil ;15;positif
dak sanggup mundur ;0;netral
sunda empayar subang memang hebat terbukti kata ny;0;netral
tlg pak yg difikirin yaitu anak biar pd cpt sekolah deh kasihan lht y klo gini terus biar pd pinter berguna bagi keluarga nusa dan bangsa jgn smpe anak dan cucu kita pada pinter bohongin negara sendiri ;0;netral
masyarakat itu bisa di siplin kalau masa pandemi covid perut nya kenyang karena bantuan pemerintah yang tepat sasaran kalau cuman tni polri nguber rakyat supaya disiplin tidak ada guna nya karena rakyat perlu cari makan ;0;netral
di menit berapa ya ada kata mulai juni mulai new normal bisa tolong dibantu ;1,43182E+15;positif
semoga lancar pakde amin;0;netral
salfok sma manusia yg berkerumun wkwkwk di menit ;0;netral
 periode lah biar aman kagak di kijang ;0;netral
uda gilani ngundang huruhara;0;netral
nikah tanpa resepsi bisa masuk new normal juga gak pak ;1,43182E+15;positif
sedih sekali sebenenrya sebaiknya diutamakan lab diperbanyak ilmuan di bantu untuk penelitian covid saya belum yakin indo sudah siap new normal padahal yg positif saja semakin naik blm ada tanda tanda kurva turun ;1,43182E+15;positif
bismilah tawakal ngalal lloh berilah kelancaran dalam segslanya hilangkanlah cofid ya alloh lindungilah presidenku dari segala mara bahaya amiin ;0;netral
udah buka aja perkantoran mall ekonomi buka lagi percuma aj pbb mw diperpanjang juga rakyat udah jenuh liat nanti klw anis perpanjang tu pbb g ada pengaruhnya;0;netral
sunda empire banget tatanan baru hahahaha;2;positif
masjid dijaga polisi sama tni enggak pak biar aman dan rame dibandingkan mall dan bikin tatanan iman itu lebih penting;0;netral
mau disiplin gebuk pak;0;netral
seraaaaang hancurkannnnn ;0;netral
wahhh bakal menangis ini perawat di rs ;0;netral
dia ga ngerti apa yg sedang dia lakukan;0;netral
lah ini w diphk kagak dapet bantuan gimana ;0;netral
ntar berubah lagi ;0;netral
bodo amat lah ;0;netral
ngomong apaan sih ;0;netral
kenapa nggak dari dulu di kerahkan untuk menjaga di setiap keramaian;0;netral
cuma di org pintar harus mengikuti org bodoh pd akhirnya semua kliatan bodoh;0;netral
alhamdulillah prediksi dan apa yg terpikir d kepala benar terlaksana juni corona menurun dan juli mulai hidup normal lagi;15;positif
makin banyak covid nih datanya aja masih banyak pak yg kena ;0;netral
top global poko nya pak jokowi semuga cepattt ;0;netral
bingung guaa;0;netral
waktu itu blusukan ke pasar krna ingin popularitas dan elektabilitas dan suara eeh sekarang blusukannya ke mall karna mau buka kunci dan menjalankan perintah cukong ;0;netral
tolong pidato jangan pakai kertas contek ya ;0;netral
lockdown;0;netral
ya intinya kita liat saja kedepan nya apakah new normal ini bakal menambah korban positif yg signifikan atau malah tidak;1,43182E+15;positif
gimana tuh kalau setiap toko wajib celupkan uangnya kedalam alkohol desinfektan sebelum menerima diberikan kepada konsumen ;0;netral
tetap pidato pak joko pke tek alias nyontek hadehhh ;0;netral
masihkah masjid di tutup kembali ;0;netral
siap kasus corona meledak;0;netral
gimana mau disiplinnn msyakat jg btuh keadilann ;0;netral
ah jadi oon semua kena satu orang ini;0;netral
lah lah ada aja ni udah lah coved tu ga adaaa jnngn nutupin kegagalan dengan coved kerjasama sama who ;0;netral
saatnya liat siapa tumbang dulu;0;netral
pemerintah yg konyol aneh bin geblek bin ling long perang melawan covid sudah ada vaksinya damai dengan covid new normal ;7,87879E+15;positif
letjen nato rangga sasana hadirlah hadirlah hadirlah ;0;netral
 menjadi manusia baru jiwa baru berfikir maju;0;netral
jadi ingat si rangga tatanan baru hehe;0;netral
bisa dibilang tatanan dunia baru ;0;netral
hidup tatanan baru ;0;netral
kalau nunggu sampai musim covidnya abis th kedepan bonyok siih spt flu spanyol dulu ini pandemi global ga mungkinkan th ini bisa reda tetap aktivitas diluar tapi hati jangan sampai apeez kena covid disiplin dan mematuhi aturan protokol pencegahan covid adalah jalan terbaik ;0;netral
kumaha siaa wee;0;netral
jangan jalan kan new normal dulu ;1,43182E+15;positif
atur ajalah swkendak kalian pwnguasa kalo benar maju teeus kalau gagal ya bertahan teerus sampai kapan begini terus semangattttttttt hancurkan covid spartaaaaaaaaa urahhh;0;netral
beginilah resiko hidup dalam negara;0;netral
untuk ap ke moll di sana kan cuma jualan coba langsung ke kampung liat situasinya bangai mana keadaan rakyat anda ap kekurangannya ;0;netral
akhirnya rencana elite global sia sia ;-1;negatif
terserah pakde aja ;0;netral
cungur loba ngawaduk na hungkul;0;netral
new word order;0;netral
catat juni new normal di berlakukan soalnya saudaraku dari china mau masuk tka abangku zhinjiping udah marah marah tu soal njawa rakyat masa bodoh terserah ;1,43182E+15;positif
kapal oleng kapten ;0;netral
pasrah bosque kesan x seperti putus asa jurus pamungkas ;0;netral
mesjid masih di tutup mall di buka gie lu ndroo;0;netral
wajar puncaknya kita agak terlambat negara lain dari januari udah ada kasus kita baru ada kasus bulan maret ;-2125;negatif
percuma new normal psbb aja banyak yg langgar apa lagi new normal lagi pula warga indo susah amat sih dirumah;-1,96212E+16;negatif
berita y nakutin nakutin aja ngacoo;0;netral
harusnya masih psbb karena pemerintah memaksakan new normal guna untuk menutupi hutang negara;1,43182E+15;positif
yang bener media juga mesti mengedukasi masyarakat bukan nya tiap hari takutin masyarakat ;0;netral
tidak usah mengikuti who karena who sendiri tidak tahu kapan wabah akan berakhir dan menunggu sampai vaksin di temukan hancur perekonomian;-2;negatif
kasus covid dah k o sma kasus george floyd new normal ok ;2,62121E+15;positif
bismilah dah ya drpd kerja pemerintah dan tim medis sia gk dhargai gara ad sbgian msyrakatx tdk sdar diri dan gk mw tau bisany cm ngoceh gk jls smngatlah buat pmerintah dan tim medis smga smw sgera mmbaik;-185;negatif
halah lu mau gimanain jg corona bakal tetep ada daripada udah jatuh tertimpa tangga mending pilih jatuh aja hindari tangganya atur lah dengan lebih tegas pengimplementasian protocol kesehatan untuk hindari covid yah memang kalo orangnya pada masih bandel in other words they don t care about their own well being yah biarkan seleksi alam yang bekerja ;2,36574E+15;positif
naik naik ke puncak covid tinggi tinggi sekaleeee ;33;positif
membangkitkan perekonomian negara insyaallah dengan ratusan orang hebat di indonesia lebih mudah ketimbang membangkitkan yang meninggal karena penyakit pandemi ;525;positif
saya setuju dng anda pak imam semua juga harus ada kedisplinan dari masyarakat ;0;netral
tebar kebaikan akan menghilangkan corona akan di ganti berkah yg melimpah ;6;positif
info ttg covid di kota lubuklinggau sumatera selatan indonesia klik youtube aku ini miftahul tani pujasuma jangan lupa subscribe terimakasih;0;netral
ini presenter apa masyarakat binggung melulu lah masyarakat udah pake masker semua artinya udah pada ngerti semua bukan binggung bu ngeyel itu namanya ;-1,66667E+16;negatif
mbak anchor nya mirip mantan w ;0;netral
harus nya semua orang sadar diri masing masing agat cepat berahir confid ini bukan nya mengandalkan perintah ya mana pemerintah tau lindungi diri sendiri masing masing;25;positif
berakkkk dulu achhh ;25;positif
menong nya who yang ngasih makan rakyat indonesia ;0;netral
tolong utk sekolahan aplgi tingkat tk sd n smp apakah mgkn ank itu bs mengikuti peraturan utk melindungi diri sendiri saya rasa ank itu blm bisa lain dgn pemikiran org dewasa mrk sdh bs memahami wlpn persediaan d dlm skolahan lengkap saya masih blm bisa tenang apalgi skrg ini ank yg rentan terkena bgm dong saya jadi risau utk membiarkn ank saya utk ke sekolah ;1,39206E+15;positif
mending disiplin mentaati peraturan pemerintah jgn panik media jg jgn memberitakan yg serem sj tp mendidik gmn penonton bs disiplin;-5;negatif
benar skli emang inndonesia sangat bahaya covid sangat trend skli hari ini ;1,16667E+16;positif
good job pembawa acara nya tegas cepat dan jelas ;3,33333E+15;positif
ap udah ok nih pak new normal untuk sumatra pkn baru riau nih pak ;2,30682E+15;positif
cancel ini aku sering menonton sering mengeritik pemerintah dasar;0;netral
ini mah yg prof ini di gaji pemerintah jadi tidaj heran;0;netral
udahlah hapus aja kata corona bikin takut rakyat aja;0;netral
ane ad pembahasan new normal silahkan d intip d channel ane guys;1,43182E+15;positif
percaya tidak percaya mungkin ada dalang dibalik semua ini yang mengambil keuntungan sepihak ;-4;negatif
pgn berkata tapi yasudahlah;0;netral
uh uh uh uh uh mama i goot antisipasi jg pak perbanyak tenaga sukarelawan perawat yg ngangkut mayat ;0;netral
mungkin ini yang disebut new normal budaya dalam kepanikan apakah ini masa depan indonesia;9,54545E+15;positif
lg ngeprank ;0;netral
new normal bahasa indo nya bahasa kerennya herd imunity banyak negara yang tidak jadi menerapkan sistem ini karena pasti banyak nyawa yang jadi korban;375;positif
harus siap dong ;2;positif
benahi dulu mental aparatnya nanti bisa jadi peluang korupsi baru ;1,93182E+16;positif
kalau maksa trus nnti gak ketulungan jangan kita yg di salahin ya pak ;0;netral
panglima tni sudah menjadi jubir pemerintah semua sudah carut marut hari ini saja tidak jelas apalagi masa depan;0;netral
oalah ;0;netral
makanya dari awal aja udah salah kebijakan yang di ambil sama peraturan yang d ambil provinsi yang udah zona merah tutup lockdown langsung dan uang triliun itu jangan buat prakerja tapi kasih ke paramedis dan bantuan ke masyarakat yg tidak mampu yang ada di kota yang zona merah terus provinsi yang masih zona hijau tutup perbatasan antar provinsi bandara pelabuhan yang boleh masuk cuma kebutuhan pokok atau barang untuk keperluan kesehatan dan pokok aja jadi kegiatan ekonomi masih berputar di provinsi yang masih zona hijau gak kan jadi sperti ini dari awal udah salah gak berani ambil kebijakan ;-1,19481E+17;negatif
nasi udah basi jokowi ribuan orng udah kena phk gedung blok a b tagihan nya llancar sedangkan para penyewa tenan gk dagang jokwi bisa kasih solusi jngn bilang new normal klo gk bs ksh solusi wiwi wiwi;4,65909E+14;positif
maksudnya gimana ya pemerintah aktif membuka tempat keramaian kembali tapi dipasang tni polisi supaya tidak ramai ;-2,22917E+16;negatif
mari bersiap siap hidup dalam resesi ekonomi dalam beban hutang luar negeri yang sangat besar dalam ancaman wabah yang tidak bisa diatasi dalam ancaman kriminalitas yang pasti meningkat selamat berjuang apa iya bisa diawasi;1,62273E+15;positif
buat kalian rakyat kecil jaga diri baik kalo herd immunity bener diterapkan bukannya tidak mungkin yang meninggal jutaan ;4,86111E+15;positif
new normal tay kucing akhirnya lu tunduk jg sama sunda empire dengan embel tatanan dunia baru lepasi gih tuh sekjen sunda empire biar dia yg pimpin negara ;15;positif
kurva belum menurun malah dilonggarin katanya tidak maw niru negara tetangga;0;netral
pusing sendiri saya tiap liat thumbnail wajah jokowi dengan berita berjudul new normal ngeri;1,43182E+15;positif
hduhhh prturn ap lgi in gjlas bikn bingg rkyt az pa presidn yg baik htiii yg dlrang djga yg dsiplin it bndara br gkluar msuk org cina ;0;netral
padahal udah dapat pemasukan lumayan dari anjloknya harga minyak dunia eh masih aja dananya kurang buat nanganin covid gini amat yak ;1,72222E+15;positif
kenapa bukan pasar tradisional yg di tinjau boss kalo mall mah gak usah di tinjau secara tempat bersih tertata rapi kerumunan tidak terlalu besar dan berdesak desakan ada petugas cleaning service nya dan saat di pintu masuk ada security yg memeriksa suhu tubuh coba bandingkan dengan pasar tradisional lebih banyak kerumunan di pasar tradisional kurang tertata rapih tidak ada cleaning service tidak ada security yg mengecek suhu tubuh saat mau masuk pasar dan lebih banyak yg datang ke pasar tradisional dari pada ke mall karna sebagian besar masyarakat bawah klo mau belanja ya ke pasar tradisional bukan ke mall kelihatan sekali berpihaknya kepada siapa yg di jaga itu rakyat kecil yg ke pasar tradisional pak dan para pedagang pasar ;1,55128E+16;positif
time to rebrand time to exceed the limits time to reach out to usa link system ;0;netral
semuga semua bs ta at dm keslamata kita semua ;0;netral
mari kita bersama lestarikan covid di lingkungan kita dengan mengikuti instruksi new normal ;1,43182E+15;positif
peraturan baru klu sampai gagal entah apa yang terjadi indonesia fikir kan dulu matang dampak kegagalanya ;0;netral
indonesia sudah mendaftarkan ulang ke pimpinan sunda empire makanya tatanan sudah mulai di balikan dan kini menjadi tatanan new normal ;1,43182E+15;positif
di liburkan kalian lda protes lah ini di normalkan juga kaliam protes jd kinerja yg kek gmna klian mksd supaya bagus;1,5E+16;positif
misalnya ada yang kami izinkan lalu nya lagi gimana bapak nur hadi lucu lagi main negara negaraan;1,66667E+16;positif
new normal untuk membunuh orang di indonesia untuk mengurangi pemakaian internet di indonesia ;15;positif
lindungilah kami ya alloh yg tengah mjalankan tugas mulia jauhkan kah kami dari covid karena kami tidak bisa bkerja dari rumah;0;netral
negara mulai resesi bangkrut tidak ada pemasukan karena roda ekonomi tdk brputar pemasukan pajak juga nol;0;netral
new normal seleksi alam selamat berjuang manusia ;8,33333E+15;positif
ya semoga keputusan memretah yg ter baik biar tau rasa karna orang di ator ya sulit betol sekali pak jokowi ibarat di kekeng melompat di lepas sekalian aja semoga pak jokowi selalu di beri kesehatan kekuatan amiin;1,75E+16;positif
jawa timur masih zon merah perlu di awasi yg ketat ;0;netral
kaya first order lu di film star wars;25;positif
pak persiden kereta api untuk ke jawa sudah bisa di berjalan pak persiden saya mau ketemu pak e di jawa ;0;netral
ironinya rakyat miskin butuh makan bukan cm mslh oligarki dn pertumbuhan ekonomi sj tp masalh perut org banyak god job mr president ;1;positif
tapi kenpa justru terminal bus blm dibuka ;0;netral
new normal ada juga pemerintah kali yang gak normal mencla mencle buat peraturan ;15;positif
new normal ada syaratnya lho laju penularan covid sudah dikendalikan fasilitas kesehatan harus siap sudahkah dipenuhi persyaratannya ;175;positif
biarrr terserah anda percuma gua karantina bulan;0;netral
yuk jauhi mall persetan new normal bullshit;-1,37879E+16;negatif
ini ga prank kan ;2,85714E+15;positif
bolak balik yg menjadi sasaran hanya masyarakat dulu awal nyantai ngasih kebijakan mencla mencle sekarang jadi ruwet ribet pastinya musibah akan terus bertambah ;-25;negatif
kita adalah bangsa yg keren tak punya kesadaran diri tapi bisa nyalahin sana sini sudah bnyak contoh yg parah tapi tetap gk sadar diri kalau gk peduli dengan nyawa sendiri minimal peduli lah pada nyawa anak cucumu keluargamu orang tuamu saudaramu ;9E+15;positif
new normal itu kalau covid sdh terkontrol harus nol atau sudah minimal terkontrol kalau blm terkontrol ya serem dong pak presiden sma sja dgn herd immunity;-1,225E+16;negatif
disiplin itu budaya tingkat tinggi yg susah dimiliki bangsa ini;-1,7E+16;negatif
skrg gini ajalah jangan ada kata psbb lah kalo nanggung sadar diri aja kalo gak penting banget jangan keluar aku heran sama anak muda skrg yg suka nongkrong bukber dngan santainya ngumpul kadang gue mikir andai saja boleh komplin ke allah kenapa virus ini gk kenak k org sombong itu yaa kenapa harus tenaga medis dan org yg berjuang yg kenak tapi ini kuasa allah kita tim medis hanya bisa pasrah nunggu keajaiban allah;-1,3125E+17;negatif
