Comment,POS,NET,NEG
mengingatkan ku pada sebuah film yang berkisah tentang manusia yang dimana siapa yang kuat akan bertahan dan yang lemah akan modar ,0,0,1
terus kapan ya bisa atau boleh bikin hajatan untuk pesta pernikahan atau khitanan ya,0,1,0
wah mencoba damai dengan covid beneran nih makin banyak deh korban ,0,0,1
intinya patuhi sgala peraturan yg ada dlm pandemi jgn bandel warga ya biar bs normal lg gk enk kan kalo lama di rmh gk ada hasil ,0,1,0
dak sanggup mundur ,0,1,0
sunda empayar subang memang hebat terbukti kata ny,0,1,0
tlg pak yg difikirin yaitu anak biar pd cpt sekolah deh kasihan lht y klo gini terus biar pd pinter berguna bagi keluarga nusa dan bangsa jgn smpe anak dan cucu kita pada pinter bohongin negara sendiri ,1,0,0
masyarakat itu bisa di siplin kalau masa pandemi covid perut nya kenyang karena bantuan pemerintah yang tepat sasaran kalau cuman tni polri nguber rakyat supaya disiplin tidak ada guna nya karena rakyat perlu cari makan ,0,1,0
di menit berapa ya ada kata mulai juni mulai new normal bisa tolong dibantu ,0,1,0
semoga lancar pakde amin,0,1,0
salfok sma manusia yg berkerumun wkwkwk di menit ,0,0,1
 periode lah biar aman kagak di kijang ,1,0,0
uda gilani ngundang huruhara,0,1,0
nikah tanpa resepsi bisa masuk new normal juga gak pak ,0,1,0
sedih sekali sebenenrya sebaiknya diutamakan lab diperbanyak ilmuan di bantu untuk penelitian covid saya belum yakin indo sudah siap new normal padahal yg positif saja semakin naik blm ada tanda tanda kurva turun ,0,0,1
bismilah tawakal ngalal lloh berilah kelancaran dalam segslanya hilangkanlah cofid ya alloh lindungilah presidenku dari segala mara bahaya amiin ,0,1,0
udah buka aja perkantoran mall ekonomi buka lagi percuma aj pbb mw diperpanjang juga rakyat udah jenuh liat nanti klw anis perpanjang tu pbb g ada pengaruhnya,0,0,1
sunda empire banget tatanan baru hahahaha,0,0,1
masjid dijaga polisi sama tni enggak pak biar aman dan rame dibandingkan mall dan bikin tatanan iman itu lebih penting,1,0,0
mau disiplin gebuk pak,0,1,0
seraaaaang hancurkannnnn ,0,1,0
wahhh bakal menangis ini perawat di rs ,0,0,1
dia ga ngerti apa yg sedang dia lakukan,0,1,0
lah ini w diphk kagak dapet bantuan gimana ,1,0,0
ntar berubah lagi ,0,1,0
bodo amat lah ,0,0,1
ngomong apaan sih ,0,1,0
kenapa nggak dari dulu di kerahkan untuk menjaga di setiap keramaian,0,1,0
cuma di org pintar harus mengikuti org bodoh pd akhirnya semua kliatan bodoh,1,0,0
alhamdulillah prediksi dan apa yg terpikir d kepala benar terlaksana juni corona menurun dan juli mulai hidup normal lagi,1,0,0
makin banyak covid nih datanya aja masih banyak pak yg kena ,0,1,0
top global poko nya pak jokowi semuga cepattt ,0,1,0
bingung guaa,0,1,0
waktu itu blusukan ke pasar krna ingin popularitas dan elektabilitas dan suara eeh sekarang blusukannya ke mall karna mau buka kunci dan menjalankan perintah cukong ,0,1,0
tolong pidato jangan pakai kertas contek ya ,0,1,0
lockdown,0,1,0
ya intinya kita liat saja kedepan nya apakah new normal ini bakal menambah korban positif yg signifikan atau malah tidak,0,1,0
gimana tuh kalau setiap toko wajib celupkan uangnya kedalam alkohol desinfektan sebelum menerima diberikan kepada konsumen ,0,1,0
tetap pidato pak joko pke tek alias nyontek hadehhh ,0,1,0
masihkah masjid di tutup kembali ,0,1,0
siap kasus corona meledak,0,1,0
gimana mau disiplinnn msyakat jg btuh keadilann ,0,1,0
ah jadi oon semua kena satu orang ini,0,1,0
lah lah ada aja ni udah lah coved tu ga adaaa jnngn nutupin kegagalan dengan coved kerjasama sama who ,0,1,0
saatnya liat siapa tumbang dulu,0,1,0
pemerintah yg konyol aneh bin geblek bin ling long perang melawan covid sudah ada vaksinya damai dengan covid new normal ,0,0,1
letjen nato rangga sasana hadirlah hadirlah hadirlah ,0,1,0
 menjadi manusia baru jiwa baru berfikir maju,0,1,0
jadi ingat si rangga tatanan baru hehe,0,1,0
bisa dibilang tatanan dunia baru ,0,1,0
hidup tatanan baru ,1,0,0
kalau nunggu sampai musim covidnya abis th kedepan bonyok siih spt flu spanyol dulu ini pandemi global ga mungkinkan th ini bisa reda tetap aktivitas diluar tapi hati jangan sampai apeez kena covid disiplin dan mematuhi aturan protokol pencegahan covid adalah jalan terbaik ,1,0,0
kumaha siaa wee,0,1,0
jangan jalan kan new normal dulu ,0,0,1
atur ajalah swkendak kalian pwnguasa kalo benar maju teeus kalau gagal ya bertahan teerus sampai kapan begini terus semangattttttttt hancurkan covid spartaaaaaaaaa urahhh,0,0,1
beginilah resiko hidup dalam negara,0,1,0
untuk ap ke moll di sana kan cuma jualan coba langsung ke kampung liat situasinya bangai mana keadaan rakyat anda ap kekurangannya ,0,0,1
akhirnya rencana elite global sia sia ,0,0,1
terserah pakde aja ,0,1,0
cungur loba ngawaduk na hungkul,0,1,0
new word order,0,1,0
catat juni new normal di berlakukan soalnya saudaraku dari china mau masuk tka abangku zhinjiping udah marah marah tu soal njawa rakyat masa bodoh terserah ,0,0,1
kapal oleng kapten ,0,1,0
pasrah bosque kesan x seperti putus asa jurus pamungkas ,0,1,0
mesjid masih di tutup mall di buka gie lu ndroo,0,1,0
wajar puncaknya kita agak terlambat negara lain dari januari udah ada kasus kita baru ada kasus bulan maret ,0,1,0
percuma new normal psbb aja banyak yg langgar apa lagi new normal lagi pula warga indo susah amat sih dirumah,0,0,1
berita y nakutin nakutin aja ngacoo,0,0,1
harusnya masih psbb karena pemerintah memaksakan new normal guna untuk menutupi hutang negara,0,0,1
yang bener media juga mesti mengedukasi masyarakat bukan nya tiap hari takutin masyarakat ,0,0,1
tidak usah mengikuti who karena who sendiri tidak tahu kapan wabah akan berakhir dan menunggu sampai vaksin di temukan hancur perekonomian,0,1,0
kasus covid dah k o sma kasus george floyd new normal ok ,0,0,1
bismilah dah ya drpd kerja pemerintah dan tim medis sia gk dhargai gara ad sbgian msyrakatx tdk sdar diri dan gk mw tau bisany cm ngoceh gk jls smngatlah buat pmerintah dan tim medis smga smw sgera mmbaik,0,1,0
halah lu mau gimanain jg corona bakal tetep ada daripada udah jatuh tertimpa tangga mending pilih jatuh aja hindari tangganya atur lah dengan lebih tegas pengimplementasian protocol kesehatan untuk hindari covid yah memang kalo orangnya pada masih bandel in other words they don t care about their own well being yah biarkan seleksi alam yang bekerja ,0,0,1
naik naik ke puncak covid tinggi tinggi sekaleeee ,0,1,0
membangkitkan perekonomian negara insyaallah dengan ratusan orang hebat di indonesia lebih mudah ketimbang membangkitkan yang meninggal karena penyakit pandemi ,0,1,0
saya setuju dng anda pak imam semua juga harus ada kedisplinan dari masyarakat ,1,0,0
tebar kebaikan akan menghilangkan corona akan di ganti berkah yg melimpah ,0,1,0
info ttg covid di kota lubuklinggau sumatera selatan indonesia klik youtube aku ini miftahul tani pujasuma jangan lupa subscribe terimakasih,0,1,0
ini presenter apa masyarakat binggung melulu lah masyarakat udah pake masker semua artinya udah pada ngerti semua bukan binggung bu ngeyel itu namanya ,0,0,1
mbak anchor nya mirip mantan w ,0,1,0
harus nya semua orang sadar diri masing masing agat cepat berahir confid ini bukan nya mengandalkan perintah ya mana pemerintah tau lindungi diri sendiri masing masing,1,0,0
berakkkk dulu achhh ,0,1,0
menong nya who yang ngasih makan rakyat indonesia ,0,1,0
tolong utk sekolahan aplgi tingkat tk sd n smp apakah mgkn ank itu bs mengikuti peraturan utk melindungi diri sendiri saya rasa ank itu blm bisa lain dgn pemikiran org dewasa mrk sdh bs memahami wlpn persediaan d dlm skolahan lengkap saya masih blm bisa tenang apalgi skrg ini ank yg rentan terkena bgm dong saya jadi risau utk membiarkn ank saya utk ke sekolah ,1,0,0
mending disiplin mentaati peraturan pemerintah jgn panik media jg jgn memberitakan yg serem sj tp mendidik gmn penonton bs disiplin,1,0,0
benar skli emang inndonesia sangat bahaya covid sangat trend skli hari ini ,1,0,0
good job pembawa acara nya tegas cepat dan jelas ,1,0,0
ap udah ok nih pak new normal untuk sumatra pkn baru riau nih pak ,0,1,0
cancel ini aku sering menonton sering mengeritik pemerintah dasar,1,0,0
ini mah yg prof ini di gaji pemerintah jadi tidaj heran,0,0,1
udahlah hapus aja kata corona bikin takut rakyat aja,0,0,1
ane ad pembahasan new normal silahkan d intip d channel ane guys,0,1,0
percaya tidak percaya mungkin ada dalang dibalik semua ini yang mengambil keuntungan sepihak ,0,0,1
pgn berkata tapi yasudahlah,0,1,0
uh uh uh uh uh mama i goot antisipasi jg pak perbanyak tenaga sukarelawan perawat yg ngangkut mayat ,1,0,0
mungkin ini yang disebut new normal budaya dalam kepanikan apakah ini masa depan indonesia,0,0,1
lg ngeprank ,0,0,1
new normal bahasa indo nya bahasa kerennya herd imunity banyak negara yang tidak jadi menerapkan sistem ini karena pasti banyak nyawa yang jadi korban,0,1,0
harus siap dong ,1,0,0
benahi dulu mental aparatnya nanti bisa jadi peluang korupsi baru ,0,1,0
kalau maksa trus nnti gak ketulungan jangan kita yg di salahin ya pak ,0,1,0
panglima tni sudah menjadi jubir pemerintah semua sudah carut marut hari ini saja tidak jelas apalagi masa depan,0,0,1
oalah ,0,1,0
makanya dari awal aja udah salah kebijakan yang di ambil sama peraturan yang d ambil provinsi yang udah zona merah tutup lockdown langsung dan uang triliun itu jangan buat prakerja tapi kasih ke paramedis dan bantuan ke masyarakat yg tidak mampu yang ada di kota yang zona merah terus provinsi yang masih zona hijau tutup perbatasan antar provinsi bandara pelabuhan yang boleh masuk cuma kebutuhan pokok atau barang untuk keperluan kesehatan dan pokok aja jadi kegiatan ekonomi masih berputar di provinsi yang masih zona hijau gak kan jadi sperti ini dari awal udah salah gak berani ambil kebijakan ,1,0,0
nasi udah basi jokowi ribuan orng udah kena phk gedung blok a b tagihan nya llancar sedangkan para penyewa tenan gk dagang jokwi bisa kasih solusi jngn bilang new normal klo gk bs ksh solusi wiwi wiwi,0,0,1
maksudnya gimana ya pemerintah aktif membuka tempat keramaian kembali tapi dipasang tni polisi supaya tidak ramai ,1,0,0
mari bersiap siap hidup dalam resesi ekonomi dalam beban hutang luar negeri yang sangat besar dalam ancaman wabah yang tidak bisa diatasi dalam ancaman kriminalitas yang pasti meningkat selamat berjuang apa iya bisa diawasi,1,0,0
buat kalian rakyat kecil jaga diri baik kalo herd immunity bener diterapkan bukannya tidak mungkin yang meninggal jutaan ,1,0,0
new normal tay kucing akhirnya lu tunduk jg sama sunda empire dengan embel tatanan dunia baru lepasi gih tuh sekjen sunda empire biar dia yg pimpin negara ,0,0,1
kurva belum menurun malah dilonggarin katanya tidak maw niru negara tetangga,0,0,1
pusing sendiri saya tiap liat thumbnail wajah jokowi dengan berita berjudul new normal ngeri,0,0,1
hduhhh prturn ap lgi in gjlas bikn bingg rkyt az pa presidn yg baik htiii yg dlrang djga yg dsiplin it bndara br gkluar msuk org cina ,0,0,1
padahal udah dapat pemasukan lumayan dari anjloknya harga minyak dunia eh masih aja dananya kurang buat nanganin covid gini amat yak ,0,1,0
kenapa bukan pasar tradisional yg di tinjau boss kalo mall mah gak usah di tinjau secara tempat bersih tertata rapi kerumunan tidak terlalu besar dan berdesak desakan ada petugas cleaning service nya dan saat di pintu masuk ada security yg memeriksa suhu tubuh coba bandingkan dengan pasar tradisional lebih banyak kerumunan di pasar tradisional kurang tertata rapih tidak ada cleaning service tidak ada security yg mengecek suhu tubuh saat mau masuk pasar dan lebih banyak yg datang ke pasar tradisional dari pada ke mall karna sebagian besar masyarakat bawah klo mau belanja ya ke pasar tradisional bukan ke mall kelihatan sekali berpihaknya kepada siapa yg di jaga itu rakyat kecil yg ke pasar tradisional pak dan para pedagang pasar ,0,0,1
time to rebrand time to exceed the limits time to reach out to usa link system ,0,0,1
semuga semua bs ta at dm keslamata kita semua ,1,0,0
mari kita bersama lestarikan covid di lingkungan kita dengan mengikuti instruksi new normal ,1,0,0
peraturan baru klu sampai gagal entah apa yang terjadi indonesia fikir kan dulu matang dampak kegagalanya ,0,1,0
indonesia sudah mendaftarkan ulang ke pimpinan sunda empire makanya tatanan sudah mulai di balikan dan kini menjadi tatanan new normal ,1,0,0
di liburkan kalian lda protes lah ini di normalkan juga kaliam protes jd kinerja yg kek gmna klian mksd supaya bagus,0,0,1
misalnya ada yang kami izinkan lalu nya lagi gimana bapak nur hadi lucu lagi main negara negaraan,0,1,0
new normal untuk membunuh orang di indonesia untuk mengurangi pemakaian internet di indonesia ,0,1,0
lindungilah kami ya alloh yg tengah mjalankan tugas mulia jauhkan kah kami dari covid karena kami tidak bisa bkerja dari rumah,0,1,0
negara mulai resesi bangkrut tidak ada pemasukan karena roda ekonomi tdk brputar pemasukan pajak juga nol,0,1,0
new normal seleksi alam selamat berjuang manusia ,0,0,1
ya semoga keputusan memretah yg ter baik biar tau rasa karna orang di ator ya sulit betol sekali pak jokowi ibarat di kekeng melompat di lepas sekalian aja semoga pak jokowi selalu di beri kesehatan kekuatan amiin,1,0,0
jawa timur masih zon merah perlu di awasi yg ketat ,0,1,0
kaya first order lu di film star wars,0,1,0
pak persiden kereta api untuk ke jawa sudah bisa di berjalan pak persiden saya mau ketemu pak e di jawa ,0,1,0
ironinya rakyat miskin butuh makan bukan cm mslh oligarki dn pertumbuhan ekonomi sj tp masalh perut org banyak god job mr president ,0,0,1
tapi kenpa justru terminal bus blm dibuka ,0,0,1
new normal ada juga pemerintah kali yang gak normal mencla mencle buat peraturan ,0,0,1
new normal ada syaratnya lho laju penularan covid sudah dikendalikan fasilitas kesehatan harus siap sudahkah dipenuhi persyaratannya ,1,0,0
biarrr terserah anda percuma gua karantina bulan,0,0,1
yuk jauhi mall persetan new normal bullshit,0,0,1
ini ga prank kan ,0,1,0
bolak balik yg menjadi sasaran hanya masyarakat dulu awal nyantai ngasih kebijakan mencla mencle sekarang jadi ruwet ribet pastinya musibah akan terus bertambah ,0,1,0
kita adalah bangsa yg keren tak punya kesadaran diri tapi bisa nyalahin sana sini sudah bnyak contoh yg parah tapi tetap gk sadar diri kalau gk peduli dengan nyawa sendiri minimal peduli lah pada nyawa anak cucumu keluargamu orang tuamu saudaramu ,1,0,0
new normal itu kalau covid sdh terkontrol harus nol atau sudah minimal terkontrol kalau blm terkontrol ya serem dong pak presiden sma sja dgn herd immunity,1,0,0
disiplin itu budaya tingkat tinggi yg susah dimiliki bangsa ini,0,1,0
skrg gini ajalah jangan ada kata psbb lah kalo nanggung sadar diri aja kalo gak penting banget jangan keluar aku heran sama anak muda skrg yg suka nongkrong bukber dngan santainya ngumpul kadang gue mikir andai saja boleh komplin ke allah kenapa virus ini gk kenak k org sombong itu yaa kenapa harus tenaga medis dan org yg berjuang yg kenak tapi ini kuasa allah kita tim medis hanya bisa pasrah nunggu keajaiban allah,1,0,0
semoga bulan ini telah selesai dari covid dan bisa normal lagi awal juni uda bisa normal lagi doa terkabul dari tuhan ,0,1,0
bersiap menjadi normal jadi inget spongebob ,1,0,0
kebanyakan istilah new normal reborn dll yang pasti pasti saja jangan bikin bingung dan sengsara rakyat virus itu makhluk hidup biarlah jadi bagian dari kehidupan yg penting jaga kesehatan sendiri kalau sakit ya dirawat kalau mati yan udah takdirnya gitu aja kok repot ,0,0,1
alhamdulillah semoga cepat hilang covid ya allah ,1,0,0
herd immunity tanpa vaksin hasil nya kematian massal,0,1,0
alhamdulillah ya semoga saja epidemi segera berlalu dari bumi nusantara ini aamiin ya robb,1,0,0
di jawa doang yang banyak provinsi lain sudah berkurang dan malah ada yang berhenti sama sekali,0,1,0
yg penting si masyarakat harus sadar gk usah nganggap ni virus kaya flu biasa,1,0,0
herd immunity terselubung dijelaskan dari jubir akan dilaksanakan immunity dan social distance apakah ada jaminan bahwa seluruh masyarakat akan melakukannya ,1,0,0
udah lah saatnya percaya aja sm yg di atas hilangkan kata psbb sadar ketertipan masing masing bekerja seperti biasa jd tenang hati kita hapus psbb jgn larang org mau pulang ke tempat kampungya sendiri klau orang mati karna korona wajar sbb kena firus tp klau masyarakat mati kelaparan apa kata dunia bkin malu negara ,1,0,0
covid dan corona monggo silahkan pulang kampung ke wuhan jangan ganggu indonesia lagi kami inginkan ketenangan kesehatan kedamaian ,0,1,0
new normal welcome to new world new life order tatanan kehidupan baru beralihnya penggunaan uang kartal menjadi uang digital sebagai alat transaksi sehingga uang kartal kemudian lama lama ditiadakan kebiasaan berbelanja berangsur angsur berubah toko toko fisik offline mau tidak mau harus mulai beralih ke toko online dan sebagian orang menutup tokonya karena tidak bisa beradaptasi selain itu toko toko online menjadi tempat mangkal ojek ojek online ,1,0,0
yu lah mendingan sahur dulu hidup sehat dan makanan bergizi pak mau makan nasi tempe aja susah pejabat mah bisa ngomong makanan bergizi rakyat mah susah doel,1,0,0
new normal hidup damai dan berdampingan dengan covid pasrah positif ya udah jd odp mati ya udah bye let herd immunity show the way ,0,0,1
selamat berdamai ama corona ,0,1,0
ckup psbb nya saya gk bs cari nafkah udah gada lagi yg bisa dijual buat se hari ,0,1,0
rakyat akan tenang damai klo perut kenyang,0,1,0
alah emboh ,0,1,0
 sangat tidak menjawab soalan muter dikiranya orang semua pada bodoh gitu ga faham herd immunity cuba aja suruh dia kena covid dulu kalo sembuh ya imun kalo ga ya rip ,1,0,0
